Airline Name,Flight Number,Plane Model,Boarding Time,Departure Time,Gate Number,Destination
Porter Airlines,PD766,Embraer E190,13:06:00,13:08:00,6,Chicago
WestJet,PD908,ATR 72,13:08:00,13:10:00,1,Washington
Porter Airlines,PD419,Embraer E190,13:08:00,13:10:00,2,Washington
WestJet,PD648,ATR 72,13:08:00,13:11:00,3,Boston
Air Canada,PD784,Embraer E190,13:09:00,13:12:00,4,Ottawa
Air Canada,PD811,ATR 72,13:09:00,13:11:00,5,New York
Porter Airlines,PD747,Embraer E190,13:10:00,13:12:00,6,Washington
Air Canada,PD957,ATR 72,13:12:00,13:14:00,1,New York
Air Canada,PD836,Embraer E190,13:12:00,13:13:00,2,New York
Air Canada,PD650,ATR 72,13:12:00,13:13:00,3,New York
Air Canada,PD278,Embraer E190,13:13:00,13:16:00,4,Chicago
Air Canada,PD965,ATR 72,13:13:00,13:15:00,5,Washington
Air Canada,PD166,Embraer E190,13:14:00,13:17:00,6,Boston
WestJet,PD459,ATR 72,13:16:00,13:19:00,1,Montreal
Air Canada,PD941,Embraer E190,13:16:00,13:17:00,2,Ottawa
WestJet,PD160,ATR 72,13:16:00,13:19:00,3,Ottawa
Air Canada,PD823,Embraer E190,13:17:00,13:19:00,4,Ottawa
WestJet,PD891,ATR 72,13:17:00,13:18:00,5,Chicago
Porter Airlines,PD194,Embraer E190,13:18:00,13:21:00,6,Washington
Porter Airlines,PD241,ATR 72,13:20:00,13:22:00,1,Ottawa
Porter Airlines,PD170,Embraer E190,13:20:00,13:21:00,2,Ottawa
Porter Airlines,PD309,ATR 72,13:20:00,13:21:00,3,Washington
Air Canada,PD875,Embraer E190,13:21:00,13:24:00,4,Washington
Porter Airlines,PD676,ATR 72,13:21:00,13:22:00,5,Ottawa
Air Canada,PD982,Embraer E190,13:22:00,13:23:00,6,Boston
Air Canada,PD544,ATR 72,13:24:00,13:25:00,1,Ottawa
WestJet,PD296,Embraer E190,13:24:00,13:25:00,2,Chicago
Porter Airlines,PD214,ATR 72,13:24:00,13:27:00,3,Washington
Air Canada,PD865,Embraer E190,13:25:00,13:27:00,4,Montreal
Porter Airlines,PD558,ATR 72,13:25:00,13:28:00,5,Washington
Porter Airlines,PD324,Embraer E190,13:26:00,13:29:00,6,Boston
Air Canada,PD671,ATR 72,13:28:00,13:30:00,1,Montreal
Porter Airlines,PD569,Embraer E190,13:28:00,13:29:00,2,Washington
WestJet,PD725,ATR 72,13:28:00,13:29:00,3,Montreal
WestJet,PD575,Embraer E190,13:29:00,13:30:00,4,Ottawa
Air Canada,PD730,ATR 72,13:29:00,13:30:00,5,Washington
Porter Airlines,PD326,Embraer E190,13:30:00,13:32:00,6,Chicago
Air Canada,PD968,ATR 72,13:32:00,13:35:00,1,Chicago
Air Canada,PD911,Embraer E190,13:32:00,13:35:00,2,Ottawa
Porter Airlines,PD918,ATR 72,13:32:00,13:35:00,3,Chicago
Air Canada,PD792,Embraer E190,13:33:00,13:36:00,4,Ottawa
Porter Airlines,PD238,ATR 72,13:33:00,13:35:00,5,Ottawa
WestJet,PD507,Embraer E190,13:34:00,13:36:00,6,Montreal
Porter Airlines,PD891,ATR 72,13:36:00,13:38:00,1,Boston
Porter Airlines,PD632,Embraer E190,13:36:00,13:37:00,2,Boston
Porter Airlines,PD759,ATR 72,13:36:00,13:39:00,3,Boston
Porter Airlines,PD600,Embraer E190,13:37:00,13:39:00,4,Chicago
WestJet,PD449,ATR 72,13:37:00,13:40:00,5,Washington
Air Canada,PD953,Embraer E190,13:38:00,13:41:00,6,Boston
Porter Airlines,PD233,ATR 72,13:40:00,13:42:00,1,Chicago
Porter Airlines,PD818,Embraer E190,13:40:00,13:42:00,2,Washington
WestJet,PD517,ATR 72,13:40:00,13:42:00,3,Montreal
Porter Airlines,PD379,Embraer E190,13:41:00,13:44:00,4,Montreal
Porter Airlines,PD832,ATR 72,13:41:00,13:43:00,5,New York
Porter Airlines,PD893,Embraer E190,13:42:00,13:43:00,6,Washington
WestJet,PD725,ATR 72,13:44:00,13:45:00,1,New York
Air Canada,PD343,Embraer E190,13:44:00,13:46:00,2,Washington
WestJet,PD652,ATR 72,13:44:00,13:46:00,3,New York
Air Canada,PD917,Embraer E190,13:45:00,13:48:00,4,Montreal
Air Canada,PD254,ATR 72,13:45:00,13:46:00,5,Washington
Air Canada,PD316,Embraer E190,13:46:00,13:49:00,6,New York
Porter Airlines,PD443,ATR 72,13:48:00,13:50:00,1,New York
Porter Airlines,PD164,Embraer E190,13:48:00,13:51:00,2,New York
Air Canada,PD857,ATR 72,13:48:00,13:49:00,3,Washington
WestJet,PD896,Embraer E190,13:49:00,13:50:00,4,New York
WestJet,PD180,ATR 72,13:49:00,13:52:00,5,New York
Porter Airlines,PD970,Embraer E190,13:50:00,13:51:00,6,Boston
WestJet,PD644,ATR 72,13:52:00,13:55:00,1,New York
Air Canada,PD919,Embraer E190,13:52:00,13:53:00,2,Washington
Air Canada,PD731,ATR 72,13:52:00,13:54:00,3,Montreal
Porter Airlines,PD533,Embraer E190,13:53:00,13:55:00,4,Ottawa
Porter Airlines,PD597,ATR 72,13:53:00,13:54:00,5,Montreal
Porter Airlines,PD121,Embraer E190,13:54:00,13:57:00,6,Boston
Air Canada,PD289,ATR 72,13:56:00,13:58:00,1,Montreal
WestJet,PD412,Embraer E190,13:56:00,13:59:00,2,Ottawa
WestJet,PD708,ATR 72,13:56:00,13:58:00,3,Chicago
WestJet,PD964,Embraer E190,13:57:00,13:59:00,4,Boston
Porter Airlines,PD181,ATR 72,13:57:00,13:58:00,5,Ottawa
WestJet,PD699,Embraer E190,13:58:00,14:00:00,6,Montreal
Air Canada,PD336,ATR 72,14:00:00,14:02:00,1,Chicago
Air Canada,PD824,Embraer E190,14:00:00,14:03:00,2,New York
Air Canada,PD589,ATR 72,14:00:00,14:01:00,3,Chicago
WestJet,PD294,Embraer E190,14:01:00,14:04:00,4,Montreal
Porter Airlines,PD468,ATR 72,14:01:00,14:02:00,5,Chicago
WestJet,PD416,Embraer E190,14:02:00,14:03:00,6,Chicago
Porter Airlines,PD498,ATR 72,14:04:00,14:06:00,1,Montreal
Porter Airlines,PD165,Embraer E190,14:04:00,14:05:00,2,Chicago
Air Canada,PD660,ATR 72,14:04:00,14:05:00,3,Montreal
Air Canada,PD978,Embraer E190,14:05:00,14:06:00,4,New York
Air Canada,PD549,ATR 72,14:05:00,14:06:00,5,Washington
Porter Airlines,PD682,Embraer E190,14:06:00,14:08:00,6,Montreal
WestJet,PD637,ATR 72,14:08:00,14:09:00,1,Ottawa
Air Canada,PD827,Embraer E190,14:08:00,14:11:00,2,Chicago
Porter Airlines,PD530,ATR 72,14:08:00,14:10:00,3,Boston
WestJet,PD684,Embraer E190,14:09:00,14:10:00,4,Montreal
Air Canada,PD366,ATR 72,14:09:00,14:11:00,5,New York
Porter Airlines,PD983,Embraer E190,14:10:00,14:12:00,6,New York
WestJet,PD166,ATR 72,14:12:00,14:14:00,1,Washington
Porter Airlines,PD112,Embraer E190,14:12:00,14:14:00,2,New York
WestJet,PD826,ATR 72,14:12:00,14:15:00,3,Chicago
WestJet,PD255,Embraer E190,14:13:00,14:14:00,4,Boston
Air Canada,PD176,ATR 72,14:13:00,14:16:00,5,Chicago
Air Canada,PD262,Embraer E190,14:14:00,14:17:00,6,Chicago
Air Canada,PD976,ATR 72,14:16:00,14:17:00,1,Boston
Porter Airlines,PD167,Embraer E190,14:16:00,14:18:00,2,Chicago
Air Canada,PD435,ATR 72,14:16:00,14:19:00,3,Montreal
WestJet,PD801,Embraer E190,14:17:00,14:19:00,4,Chicago
Porter Airlines,PD928,ATR 72,14:17:00,14:18:00,5,Ottawa
Porter Airlines,PD516,Embraer E190,14:18:00,14:20:00,6,Boston
WestJet,PD912,ATR 72,14:20:00,14:22:00,1,Washington
Porter Airlines,PD671,Embraer E190,14:20:00,14:23:00,2,Washington
Air Canada,PD354,ATR 72,14:20:00,14:23:00,3,New York
Porter Airlines,PD979,Embraer E190,14:21:00,14:22:00,4,Montreal
WestJet,PD973,ATR 72,14:21:00,14:22:00,5,Washington
WestJet,PD615,Embraer E190,14:22:00,14:25:00,6,Ottawa
WestJet,PD620,ATR 72,14:24:00,14:27:00,1,Washington
Porter Airlines,PD513,Embraer E190,14:24:00,14:26:00,2,Ottawa
Porter Airlines,PD205,ATR 72,14:24:00,14:25:00,3,Ottawa
Porter Airlines,PD321,Embraer E190,14:25:00,14:26:00,4,Chicago
WestJet,PD723,ATR 72,14:25:00,14:26:00,5,Washington
Porter Airlines,PD770,Embraer E190,14:26:00,14:27:00,6,Montreal
Porter Airlines,PD697,ATR 72,14:28:00,14:30:00,1,Washington
WestJet,PD895,Embraer E190,14:28:00,14:30:00,2,New York
Porter Airlines,PD996,ATR 72,14:28:00,14:29:00,3,Washington
Porter Airlines,PD474,Embraer E190,14:29:00,14:30:00,4,Ottawa
Porter Airlines,PD962,ATR 72,14:29:00,14:32:00,5,Washington
Air Canada,PD122,Embraer E190,14:30:00,14:32:00,6,Ottawa
WestJet,PD855,ATR 72,14:32:00,14:33:00,1,Washington
Porter Airlines,PD848,Embraer E190,14:32:00,14:34:00,2,Montreal
Porter Airlines,PD432,ATR 72,14:32:00,14:33:00,3,New York
Porter Airlines,PD234,Embraer E190,14:33:00,14:35:00,4,Ottawa
Porter Airlines,PD856,ATR 72,14:33:00,14:36:00,5,Montreal
Air Canada,PD899,Embraer E190,14:34:00,14:37:00,6,Washington
WestJet,PD673,ATR 72,14:36:00,14:37:00,1,Ottawa
Porter Airlines,PD312,Embraer E190,14:36:00,14:37:00,2,Washington
Porter Airlines,PD645,ATR 72,14:36:00,14:39:00,3,Montreal
Air Canada,PD504,Embraer E190,14:37:00,14:39:00,4,Washington
Air Canada,PD647,ATR 72,14:37:00,14:38:00,5,Chicago
Air Canada,PD489,Embraer E190,14:38:00,14:40:00,6,New York
Porter Airlines,PD552,ATR 72,14:40:00,14:41:00,1,Washington
WestJet,PD192,Embraer E190,14:40:00,14:43:00,2,Ottawa
Porter Airlines,PD907,ATR 72,14:40:00,14:43:00,3,Washington
WestJet,PD617,Embraer E190,14:41:00,14:44:00,4,New York
WestJet,PD637,ATR 72,14:41:00,14:43:00,5,Ottawa
WestJet,PD701,Embraer E190,14:42:00,14:44:00,6,Boston
Air Canada,PD956,ATR 72,14:44:00,14:47:00,1,Boston
WestJet,PD188,Embraer E190,14:44:00,14:45:00,2,Washington
WestJet,PD701,ATR 72,14:44:00,14:47:00,3,Washington
WestJet,PD804,Embraer E190,14:45:00,14:46:00,4,Ottawa
Air Canada,PD657,ATR 72,14:45:00,14:48:00,5,Washington
Air Canada,PD163,Embraer E190,14:46:00,14:49:00,6,Montreal
Air Canada,PD114,ATR 72,14:48:00,14:49:00,1,Ottawa
Porter Airlines,PD755,Embraer E190,14:48:00,14:49:00,2,Ottawa
Porter Airlines,PD166,ATR 72,14:48:00,14:50:00,3,New York
Air Canada,PD485,Embraer E190,14:49:00,14:51:00,4,Ottawa
Porter Airlines,PD301,ATR 72,14:49:00,14:51:00,5,Washington
Air Canada,PD618,Embraer E190,14:50:00,14:51:00,6,Boston
Porter Airlines,PD481,ATR 72,14:52:00,14:55:00,1,Boston
WestJet,PD489,Embraer E190,14:52:00,14:54:00,2,New York
WestJet,PD674,ATR 72,14:52:00,14:54:00,3,New York
Porter Airlines,PD853,Embraer E190,14:53:00,14:56:00,4,New York
Porter Airlines,PD691,ATR 72,14:53:00,14:54:00,5,Boston
WestJet,PD441,Embraer E190,14:54:00,14:55:00,6,Montreal
Air Canada,PD900,ATR 72,14:56:00,14:59:00,1,New York
WestJet,PD520,Embraer E190,14:56:00,14:57:00,2,Boston
Porter Airlines,PD320,ATR 72,14:56:00,14:57:00,3,Montreal
Porter Airlines,PD692,Embraer E190,14:57:00,14:59:00,4,Ottawa
Porter Airlines,PD529,ATR 72,14:57:00,15:00:00,5,New York
Porter Airlines,PD637,Embraer E190,14:58:00,15:00:00,6,Boston
WestJet,PD985,ATR 72,15:00:00,15:03:00,1,Washington
Air Canada,PD624,Embraer E190,15:00:00,15:01:00,2,New York
WestJet,PD299,ATR 72,15:00:00,15:03:00,3,Ottawa
Porter Airlines,PD769,Embraer E190,15:01:00,15:04:00,4,Washington
WestJet,PD338,ATR 72,15:01:00,15:04:00,5,Chicago
WestJet,PD188,Embraer E190,15:02:00,15:05:00,6,Washington
WestJet,PD193,ATR 72,15:04:00,15:05:00,1,Chicago
Air Canada,PD785,Embraer E190,15:04:00,15:07:00,2,Washington
WestJet,PD608,ATR 72,15:04:00,15:07:00,3,Montreal
Porter Airlines,PD328,Embraer E190,15:05:00,15:06:00,4,Montreal
Porter Airlines,PD820,ATR 72,15:05:00,15:06:00,5,Ottawa
Porter Airlines,PD558,Embraer E190,15:06:00,15:08:00,6,Washington
WestJet,PD751,ATR 72,15:08:00,15:10:00,1,Washington
WestJet,PD199,Embraer E190,15:08:00,15:11:00,2,Montreal
WestJet,PD107,ATR 72,15:08:00,15:09:00,3,Montreal
Porter Airlines,PD465,Embraer E190,15:09:00,15:12:00,4,Ottawa
WestJet,PD264,ATR 72,15:09:00,15:11:00,5,New York
WestJet,PD513,Embraer E190,15:10:00,15:11:00,6,Ottawa
Air Canada,PD564,ATR 72,15:12:00,15:13:00,1,Ottawa
Air Canada,PD180,Embraer E190,15:12:00,15:14:00,2,Washington
Porter Airlines,PD844,ATR 72,15:12:00,15:13:00,3,Washington
WestJet,PD454,Embraer E190,15:13:00,15:15:00,4,Montreal
Porter Airlines,PD571,ATR 72,15:13:00,15:15:00,5,Washington
Air Canada,PD747,Embraer E190,15:14:00,15:17:00,6,Washington
WestJet,PD891,ATR 72,15:16:00,15:17:00,1,Montreal
Air Canada,PD686,Embraer E190,15:16:00,15:18:00,2,Boston
Porter Airlines,PD404,ATR 72,15:16:00,15:17:00,3,Ottawa
WestJet,PD956,Embraer E190,15:17:00,15:19:00,4,Boston
Air Canada,PD634,ATR 72,15:17:00,15:18:00,5,Washington
Porter Airlines,PD787,Embraer E190,15:18:00,15:20:00,6,Montreal
Porter Airlines,PD328,ATR 72,15:20:00,15:23:00,1,New York
WestJet,PD896,Embraer E190,15:20:00,15:22:00,2,New York
WestJet,PD963,ATR 72,15:20:00,15:22:00,3,Montreal
Porter Airlines,PD134,Embraer E190,15:21:00,15:23:00,4,Ottawa
WestJet,PD357,ATR 72,15:21:00,15:23:00,5,Ottawa
Porter Airlines,PD241,Embraer E190,15:22:00,15:24:00,6,Washington
Air Canada,PD654,ATR 72,15:24:00,15:26:00,1,New York
WestJet,PD457,Embraer E190,15:24:00,15:27:00,2,Boston
WestJet,PD683,ATR 72,15:24:00,15:25:00,3,New York
Air Canada,PD611,Embraer E190,15:25:00,15:26:00,4,Montreal
Air Canada,PD147,ATR 72,15:25:00,15:26:00,5,Boston
WestJet,PD662,Embraer E190,15:26:00,15:28:00,6,Ottawa
Air Canada,PD310,ATR 72,15:28:00,15:30:00,1,Ottawa
WestJet,PD736,Embraer E190,15:28:00,15:30:00,2,Boston
Porter Airlines,PD342,ATR 72,15:28:00,15:31:00,3,Boston
Air Canada,PD711,Embraer E190,15:29:00,15:30:00,4,Boston
Air Canada,PD281,ATR 72,15:29:00,15:32:00,5,Montreal
WestJet,PD472,Embraer E190,15:30:00,15:32:00,6,Boston
WestJet,PD173,ATR 72,15:32:00,15:34:00,1,Washington
Air Canada,PD907,Embraer E190,15:32:00,15:34:00,2,Ottawa
Porter Airlines,PD612,ATR 72,15:32:00,15:33:00,3,Boston
WestJet,PD100,Embraer E190,15:33:00,15:34:00,4,Montreal
WestJet,PD790,ATR 72,15:33:00,15:34:00,5,Boston
Porter Airlines,PD922,Embraer E190,15:34:00,15:37:00,6,Montreal
WestJet,PD713,ATR 72,15:36:00,15:37:00,1,Boston
WestJet,PD158,Embraer E190,15:36:00,15:38:00,2,Ottawa
Air Canada,PD131,ATR 72,15:36:00,15:38:00,3,Chicago
Air Canada,PD516,Embraer E190,15:37:00,15:40:00,4,New York
Porter Airlines,PD274,ATR 72,15:37:00,15:40:00,5,Washington
WestJet,PD269,Embraer E190,15:38:00,15:39:00,6,New York
WestJet,PD113,ATR 72,15:40:00,15:43:00,1,Boston
Air Canada,PD297,Embraer E190,15:40:00,15:43:00,2,Ottawa
Air Canada,PD173,ATR 72,15:40:00,15:43:00,3,New York
Porter Airlines,PD968,Embraer E190,15:41:00,15:42:00,4,Montreal
WestJet,PD903,ATR 72,15:41:00,15:44:00,5,Chicago
Porter Airlines,PD278,Embraer E190,15:42:00,15:45:00,6,Ottawa
WestJet,PD665,ATR 72,15:44:00,15:47:00,1,Chicago
Porter Airlines,PD889,Embraer E190,15:44:00,15:45:00,2,Ottawa
Porter Airlines,PD819,ATR 72,15:44:00,15:46:00,3,Chicago
WestJet,PD750,Embraer E190,15:45:00,15:47:00,4,Boston
WestJet,PD431,ATR 72,15:45:00,15:48:00,5,Chicago
WestJet,PD650,Embraer E190,15:46:00,15:49:00,6,Washington
WestJet,PD774,ATR 72,15:48:00,15:51:00,1,Chicago
Porter Airlines,PD149,Embraer E190,15:48:00,15:51:00,2,Washington
Air Canada,PD239,ATR 72,15:48:00,15:50:00,3,Boston
Air Canada,PD178,Embraer E190,15:49:00,15:52:00,4,Montreal
Air Canada,PD115,ATR 72,15:49:00,15:51:00,5,Montreal
Air Canada,PD847,Embraer E190,15:50:00,15:51:00,6,Chicago
WestJet,PD329,ATR 72,15:52:00,15:53:00,1,Ottawa
Porter Airlines,PD680,Embraer E190,15:52:00,15:55:00,2,Ottawa
WestJet,PD600,ATR 72,15:52:00,15:53:00,3,Washington
Air Canada,PD140,Embraer E190,15:53:00,15:56:00,4,Chicago
WestJet,PD734,ATR 72,15:53:00,15:56:00,5,Washington
Porter Airlines,PD168,Embraer E190,15:54:00,15:55:00,6,Boston
WestJet,PD177,ATR 72,15:56:00,15:57:00,1,Boston
Porter Airlines,PD446,Embraer E190,15:56:00,15:59:00,2,Boston
Porter Airlines,PD648,ATR 72,15:56:00,15:58:00,3,Chicago
Porter Airlines,PD260,Embraer E190,15:57:00,16:00:00,4,New York
Porter Airlines,PD783,ATR 72,15:57:00,16:00:00,5,Washington
WestJet,PD570,Embraer E190,15:58:00,16:00:00,6,Ottawa
Air Canada,PD807,ATR 72,16:00:00,16:01:00,1,Montreal
Air Canada,PD904,Embraer E190,16:00:00,16:03:00,2,New York
Porter Airlines,PD386,ATR 72,16:00:00,16:01:00,3,Boston
Air Canada,PD531,Embraer E190,16:01:00,16:04:00,4,Boston
WestJet,PD620,ATR 72,16:01:00,16:02:00,5,Montreal
Porter Airlines,PD418,Embraer E190,16:02:00,16:03:00,6,Montreal
WestJet,PD711,ATR 72,16:04:00,16:05:00,1,Montreal
Porter Airlines,PD451,Embraer E190,16:04:00,16:05:00,2,Washington
Air Canada,PD900,ATR 72,16:04:00,16:06:00,3,Washington
Porter Airlines,PD580,Embraer E190,16:05:00,16:07:00,4,New York
Air Canada,PD368,ATR 72,16:05:00,16:06:00,5,Chicago
Porter Airlines,PD625,Embraer E190,16:06:00,16:08:00,6,Chicago
Air Canada,PD409,ATR 72,16:08:00,16:10:00,1,Montreal
WestJet,PD152,Embraer E190,16:08:00,16:09:00,2,Ottawa
WestJet,PD267,ATR 72,16:08:00,16:11:00,3,Montreal
Porter Airlines,PD196,Embraer E190,16:09:00,16:11:00,4,Montreal
WestJet,PD605,ATR 72,16:09:00,16:12:00,5,Washington
Porter Airlines,PD349,Embraer E190,16:10:00,16:13:00,6,Chicago
Porter Airlines,PD779,ATR 72,16:12:00,16:15:00,1,Ottawa
WestJet,PD854,Embraer E190,16:12:00,16:15:00,2,Washington
WestJet,PD268,ATR 72,16:12:00,16:15:00,3,Chicago
Air Canada,PD661,Embraer E190,16:13:00,16:15:00,4,Boston
WestJet,PD113,ATR 72,16:13:00,16:15:00,5,Chicago
Porter Airlines,PD867,Embraer E190,16:14:00,16:16:00,6,Washington
Air Canada,PD706,ATR 72,16:16:00,16:17:00,1,Washington
Air Canada,PD605,Embraer E190,16:16:00,16:18:00,2,Ottawa
Air Canada,PD817,ATR 72,16:16:00,16:17:00,3,Boston
Porter Airlines,PD293,Embraer E190,16:17:00,16:20:00,4,Chicago
Porter Airlines,PD432,ATR 72,16:17:00,16:20:00,5,New York
WestJet,PD908,Embraer E190,16:18:00,16:21:00,6,Chicago
Air Canada,PD984,ATR 72,16:20:00,16:21:00,1,Montreal
WestJet,PD958,Embraer E190,16:20:00,16:21:00,2,Washington
Air Canada,PD766,ATR 72,16:20:00,16:22:00,3,New York
Air Canada,PD289,Embraer E190,16:21:00,16:22:00,4,Chicago
WestJet,PD574,ATR 72,16:21:00,16:23:00,5,Montreal
Porter Airlines,PD800,Embraer E190,16:22:00,16:23:00,6,Boston
Porter Airlines,PD763,ATR 72,16:24:00,16:26:00,1,New York
WestJet,PD733,Embraer E190,16:24:00,16:26:00,2,Montreal
Porter Airlines,PD349,ATR 72,16:24:00,16:27:00,3,New York
Air Canada,PD293,Embraer E190,16:25:00,16:28:00,4,Washington
Porter Airlines,PD720,ATR 72,16:25:00,16:27:00,5,New York
Air Canada,PD908,Embraer E190,16:26:00,16:27:00,6,Ottawa
WestJet,PD103,ATR 72,16:28:00,16:31:00,1,Montreal
Porter Airlines,PD813,Embraer E190,16:28:00,16:29:00,2,Boston
Air Canada,PD817,ATR 72,16:28:00,16:30:00,3,Washington
Porter Airlines,PD205,Embraer E190,16:29:00,16:32:00,4,Ottawa
Porter Airlines,PD627,ATR 72,16:29:00,16:32:00,5,Montreal
WestJet,PD196,Embraer E190,16:30:00,16:31:00,6,Chicago
Air Canada,PD948,ATR 72,16:32:00,16:35:00,1,Washington
Porter Airlines,PD835,Embraer E190,16:32:00,16:35:00,2,Boston
Porter Airlines,PD228,ATR 72,16:32:00,16:35:00,3,Boston
Porter Airlines,PD709,Embraer E190,16:33:00,16:36:00,4,Chicago
WestJet,PD307,ATR 72,16:33:00,16:36:00,5,Boston
Air Canada,PD509,Embraer E190,16:34:00,16:36:00,6,Boston
Air Canada,PD942,ATR 72,16:36:00,16:38:00,1,New York
WestJet,PD777,Embraer E190,16:36:00,16:39:00,2,Boston
Porter Airlines,PD573,ATR 72,16:36:00,16:39:00,3,Boston
Porter Airlines,PD491,Embraer E190,16:37:00,16:40:00,4,Boston
Porter Airlines,PD761,ATR 72,16:37:00,16:39:00,5,Boston
Air Canada,PD706,Embraer E190,16:38:00,16:40:00,6,Ottawa
Porter Airlines,PD524,ATR 72,16:40:00,16:42:00,1,Ottawa
Porter Airlines,PD742,Embraer E190,16:40:00,16:41:00,2,Washington
WestJet,PD776,ATR 72,16:40:00,16:42:00,3,Ottawa
Air Canada,PD400,Embraer E190,16:41:00,16:42:00,4,Montreal
Air Canada,PD416,ATR 72,16:41:00,16:42:00,5,New York
Porter Airlines,PD860,Embraer E190,16:42:00,16:43:00,6,Boston
WestJet,PD521,ATR 72,16:44:00,16:47:00,1,Washington
WestJet,PD942,Embraer E190,16:44:00,16:45:00,2,Boston
Porter Airlines,PD341,ATR 72,16:44:00,16:47:00,3,Montreal
WestJet,PD101,Embraer E190,16:45:00,16:47:00,4,New York
Porter Airlines,PD516,ATR 72,16:45:00,16:48:00,5,Montreal
Porter Airlines,PD815,Embraer E190,16:46:00,16:49:00,6,Boston
WestJet,PD513,ATR 72,16:48:00,16:49:00,1,Montreal
Porter Airlines,PD239,Embraer E190,16:48:00,16:50:00,2,Chicago
WestJet,PD808,ATR 72,16:48:00,16:50:00,3,New York
Porter Airlines,PD814,Embraer E190,16:49:00,16:51:00,4,Washington
Air Canada,PD243,ATR 72,16:49:00,16:52:00,5,Washington
Air Canada,PD168,Embraer E190,16:50:00,16:51:00,6,Ottawa
Air Canada,PD534,ATR 72,16:52:00,16:53:00,1,New York
WestJet,PD901,Embraer E190,16:52:00,16:55:00,2,Ottawa
Porter Airlines,PD855,ATR 72,16:52:00,16:53:00,3,Chicago
Air Canada,PD713,Embraer E190,16:53:00,16:55:00,4,Boston
WestJet,PD263,ATR 72,16:53:00,16:56:00,5,Montreal
WestJet,PD372,Embraer E190,16:54:00,16:56:00,6,Montreal
WestJet,PD425,ATR 72,16:56:00,16:59:00,1,Chicago
Air Canada,PD239,Embraer E190,16:56:00,16:58:00,2,Chicago
WestJet,PD991,ATR 72,16:56:00,16:59:00,3,New York
WestJet,PD413,Embraer E190,16:57:00,16:59:00,4,New York
WestJet,PD712,ATR 72,16:57:00,17:00:00,5,Boston
Porter Airlines,PD322,Embraer E190,16:58:00,17:01:00,6,Chicago
WestJet,PD747,ATR 72,17:00:00,17:02:00,1,Montreal
Air Canada,PD654,Embraer E190,17:00:00,17:03:00,2,Montreal
Porter Airlines,PD536,ATR 72,17:00:00,17:01:00,3,New York
Porter Airlines,PD749,Embraer E190,17:01:00,17:04:00,4,Montreal
Porter Airlines,PD745,ATR 72,17:01:00,17:02:00,5,Chicago
WestJet,PD108,Embraer E190,17:02:00,17:05:00,6,Washington
Porter Airlines,PD307,ATR 72,17:04:00,17:07:00,1,Chicago
Porter Airlines,PD755,Embraer E190,17:04:00,17:06:00,2,New York
Air Canada,PD212,ATR 72,17:04:00,17:07:00,3,Boston
WestJet,PD446,Embraer E190,17:05:00,17:07:00,4,Boston
Air Canada,PD384,ATR 72,17:05:00,17:07:00,5,Ottawa
Air Canada,PD710,Embraer E190,17:06:00,17:07:00,6,Ottawa
Air Canada,PD318,ATR 72,17:08:00,17:09:00,1,New York
Porter Airlines,PD787,Embraer E190,17:08:00,17:09:00,2,New York
Porter Airlines,PD344,ATR 72,17:08:00,17:09:00,3,New York
Porter Airlines,PD724,Embraer E190,17:09:00,17:10:00,4,Washington
Porter Airlines,PD266,ATR 72,17:09:00,17:12:00,5,Montreal
Porter Airlines,PD600,Embraer E190,17:10:00,17:11:00,6,New York
WestJet,PD261,ATR 72,17:12:00,17:14:00,1,Boston
Air Canada,PD224,Embraer E190,17:12:00,17:13:00,2,Boston
Porter Airlines,PD188,ATR 72,17:12:00,17:13:00,3,Washington
WestJet,PD444,Embraer E190,17:13:00,17:16:00,4,Chicago
WestJet,PD873,ATR 72,17:13:00,17:16:00,5,Montreal
Porter Airlines,PD266,Embraer E190,17:14:00,17:17:00,6,New York
Air Canada,PD351,ATR 72,17:16:00,17:17:00,1,Boston
WestJet,PD506,Embraer E190,17:16:00,17:19:00,2,Montreal
Porter Airlines,PD403,ATR 72,17:16:00,17:17:00,3,Washington
WestJet,PD864,Embraer E190,17:17:00,17:19:00,4,Montreal
Air Canada,PD646,ATR 72,17:17:00,17:18:00,5,Ottawa
Porter Airlines,PD171,Embraer E190,17:18:00,17:20:00,6,New York
Porter Airlines,PD661,ATR 72,17:20:00,17:21:00,1,Montreal
WestJet,PD729,Embraer E190,17:20:00,17:22:00,2,Washington
Air Canada,PD336,ATR 72,17:20:00,17:22:00,3,Boston
Porter Airlines,PD766,Embraer E190,17:21:00,17:22:00,4,Washington
Porter Airlines,PD464,ATR 72,17:21:00,17:24:00,5,Chicago
Porter Airlines,PD756,Embraer E190,17:22:00,17:23:00,6,New York
Porter Airlines,PD360,ATR 72,17:24:00,17:25:00,1,Washington
Porter Airlines,PD688,Embraer E190,17:24:00,17:26:00,2,New York
WestJet,PD388,ATR 72,17:24:00,17:27:00,3,Montreal
WestJet,PD196,Embraer E190,17:25:00,17:26:00,4,Boston
WestJet,PD483,ATR 72,17:25:00,17:27:00,5,New York
WestJet,PD690,Embraer E190,17:26:00,17:27:00,6,Montreal
Porter Airlines,PD159,ATR 72,17:28:00,17:29:00,1,Montreal
WestJet,PD682,Embraer E190,17:28:00,17:31:00,2,Chicago
Air Canada,PD338,ATR 72,17:28:00,17:30:00,3,Chicago
