Airline Name,Flight Number,Plane Model,Boarding Time,Departure Time,Gate Number,Destination
Porter Airlines,PD193,Embraer E190,09:48:00,09:51:00,4,Ottawa
Porter Airlines,PD379,Embraer E190,09:51:00,09:52:00,4,Boston
WestJet,PD188,ATR 72,09:48:00,09:52:00,3,Chicago
Air Canada,PD651,ATR 72,09:51:00,09:53:00,3,Chicago
Porter Airlines,PD657,Embraer E190,09:52:00,09:53:00,4,Chicago
WestJet,PD993,Embraer E190,09:51:00,09:54:00,4,Ottawa
Porter Airlines,PD388,Embraer E190,09:52:00,09:54:00,2,Washington
WestJet,PD991,ATR 72,09:51:00,09:55:00,1,Montreal
WestJet,PD537,ATR 72,09:53:00,09:55:00,5,Chicago
Air Canada,PD145,ATR 72,09:54:00,09:56:00,5,Washington
Porter Airlines,PD760,Embraer E190,09:52:00,09:56:00,2,Ottawa
Porter Airlines,PD863,ATR 72,09:55:00,09:57:00,5,Ottawa
WestJet,PD322,Embraer E190,09:55:00,09:57:00,4,Chicago
WestJet,PD743,ATR 72,09:55:00,09:58:00,1,Chicago
WestJet,PD806,ATR 72,09:57:00,09:58:00,3,Ottawa
WestJet,PD154,Embraer E190,09:55:00,09:59:00,2,Chicago
Porter Airlines,PD782,ATR 72,09:57:00,09:59:00,1,Boston
Air Canada,PD365,Embraer E190,09:58:00,10:00:00,6,Washington
WestJet,PD541,Embraer E190,09:56:00,10:00:00,4,Chicago
Air Canada,PD845,ATR 72,10:00:00,10:01:00,5,Boston
Porter Airlines,PD325,ATR 72,09:57:00,10:01:00,3,Ottawa
Porter Airlines,PD731,ATR 72,09:59:00,10:02:00,5,Montreal
Air Canada,PD761,Embraer E190,09:58:00,10:02:00,2,Ottawa
Porter Airlines,PD833,Embraer E190,10:01:00,10:03:00,6,Montreal
WestJet,PD511,ATR 72,10:01:00,10:03:00,5,Chicago
Porter Airlines,PD510,Embraer E190,10:01:00,10:04:00,2,Chicago
WestJet,PD555,ATR 72,10:03:00,10:04:00,5,Washington
Porter Airlines,PD266,ATR 72,10:02:00,10:05:00,3,Montreal
WestJet,PD141,ATR 72,10:02:00,10:05:00,5,Montreal
Porter Airlines,PD801,ATR 72,10:05:00,10:06:00,1,Ottawa
Air Canada,PD580,Embraer E190,10:03:00,10:06:00,2,Ottawa
Porter Airlines,PD872,Embraer E190,10:03:00,10:07:00,6,New York
Porter Airlines,PD669,ATR 72,10:03:00,10:07:00,1,Boston
WestJet,PD299,Embraer E190,10:04:00,10:08:00,6,Montreal
Porter Airlines,PD370,Embraer E190,10:04:00,10:08:00,4,Montreal
WestJet,PD488,Embraer E190,10:07:00,10:09:00,4,Washington
Air Canada,PD783,Embraer E190,10:06:00,10:09:00,6,New York
WestJet,PD380,ATR 72,10:09:00,10:10:00,1,Boston
Porter Airlines,PD803,ATR 72,10:09:00,10:10:00,3,Washington
Air Canada,PD140,Embraer E190,10:09:00,10:11:00,2,Ottawa
Air Canada,PD482,ATR 72,10:09:00,10:11:00,1,New York
WestJet,PD117,Embraer E190,10:08:00,10:12:00,2,New York
Air Canada,PD647,Embraer E190,10:11:00,10:12:00,4,Washington
WestJet,PD139,ATR 72,10:10:00,10:13:00,1,Washington
Air Canada,PD687,Embraer E190,10:11:00,10:13:00,2,Chicago
WestJet,PD393,ATR 72,10:13:00,10:14:00,1,Washington
Porter Airlines,PD650,ATR 72,10:11:00,10:14:00,3,Washington
WestJet,PD262,Embraer E190,10:14:00,10:15:00,6,Montreal
Porter Airlines,PD454,ATR 72,10:12:00,10:15:00,3,New York
Porter Airlines,PD925,ATR 72,10:15:00,10:16:00,1,Chicago
WestJet,PD515,Embraer E190,10:15:00,10:16:00,4,Montreal
Porter Airlines,PD670,ATR 72,10:16:00,10:17:00,5,Montreal
Porter Airlines,PD544,Embraer E190,10:13:00,10:17:00,2,Boston
WestJet,PD502,Embraer E190,10:16:00,10:18:00,4,Ottawa
Porter Airlines,PD689,ATR 72,10:15:00,10:18:00,1,New York
Air Canada,PD603,Embraer E190,10:15:00,10:19:00,6,Washington
Porter Airlines,PD962,ATR 72,10:17:00,10:19:00,1,Ottawa
WestJet,PD573,Embraer E190,10:18:00,10:20:00,6,Boston
WestJet,PD433,ATR 72,10:19:00,10:20:00,1,Boston
WestJet,PD188,ATR 72,10:17:00,10:21:00,1,Montreal
Porter Airlines,PD607,ATR 72,10:18:00,10:21:00,3,New York
WestJet,PD381,Embraer E190,10:19:00,10:22:00,2,Montreal
Air Canada,PD229,Embraer E190,10:20:00,10:22:00,4,Montreal
WestJet,PD633,ATR 72,10:20:00,10:23:00,3,Boston
WestJet,PD989,ATR 72,10:22:00,10:23:00,1,Chicago
Porter Airlines,PD963,ATR 72,10:21:00,10:24:00,5,New York
Porter Airlines,PD558,Embraer E190,10:21:00,10:24:00,2,Chicago
Porter Airlines,PD282,Embraer E190,10:23:00,10:25:00,4,Washington
WestJet,PD907,ATR 72,10:24:00,10:25:00,1,Chicago
Air Canada,PD167,Embraer E190,10:23:00,10:26:00,2,New York
Porter Airlines,PD890,ATR 72,10:25:00,10:26:00,3,Washington
Air Canada,PD645,ATR 72,10:25:00,10:27:00,3,New York
Porter Airlines,PD785,Embraer E190,10:24:00,10:27:00,2,Ottawa
Porter Airlines,PD239,ATR 72,10:27:00,10:28:00,3,Boston
Porter Airlines,PD977,Embraer E190,10:27:00,10:28:00,6,New York
WestJet,PD900,ATR 72,10:25:00,10:29:00,5,Montreal
WestJet,PD859,Embraer E190,10:25:00,10:29:00,6,Boston
Air Canada,PD520,Embraer E190,10:28:00,10:30:00,4,Chicago
Porter Airlines,PD347,Embraer E190,10:28:00,10:30:00,2,New York
WestJet,PD697,Embraer E190,10:30:00,10:31:00,2,Chicago
Air Canada,PD297,ATR 72,10:28:00,10:31:00,1,Ottawa
Porter Airlines,PD991,Embraer E190,10:31:00,10:32:00,4,Chicago
Porter Airlines,PD578,ATR 72,10:31:00,10:32:00,3,Ottawa
Air Canada,PD143,Embraer E190,10:29:00,10:33:00,6,Ottawa
Porter Airlines,PD972,Embraer E190,10:31:00,10:33:00,4,Boston
Porter Airlines,PD991,ATR 72,10:32:00,10:34:00,5,New York
WestJet,PD939,Embraer E190,10:31:00,10:34:00,4,Ottawa
Air Canada,PD483,ATR 72,10:31:00,10:35:00,1,Boston
Porter Airlines,PD172,ATR 72,10:33:00,10:35:00,3,Montreal
Air Canada,PD504,Embraer E190,10:33:00,10:36:00,6,Boston
WestJet,PD164,ATR 72,10:32:00,10:36:00,3,New York
WestJet,PD879,Embraer E190,10:33:00,10:37:00,4,Chicago
Porter Airlines,PD476,Embraer E190,10:36:00,10:37:00,6,Washington
WestJet,PD527,ATR 72,10:37:00,10:38:00,3,Boston
WestJet,PD369,Embraer E190,10:34:00,10:38:00,2,Ottawa
Porter Airlines,PD837,Embraer E190,10:37:00,10:39:00,2,Chicago
Porter Airlines,PD883,Embraer E190,10:35:00,10:39:00,4,Boston
Porter Airlines,PD303,ATR 72,10:36:00,10:40:00,3,New York
Porter Airlines,PD974,ATR 72,10:36:00,10:40:00,1,Washington
Porter Airlines,PD512,ATR 72,10:38:00,10:41:00,3,Montreal
Air Canada,PD221,Embraer E190,10:39:00,10:41:00,2,Montreal
Porter Airlines,PD883,ATR 72,10:41:00,10:42:00,5,Boston
WestJet,PD627,Embraer E190,10:41:00,10:42:00,4,Chicago
Air Canada,PD563,ATR 72,10:42:00,10:43:00,3,Chicago
WestJet,PD701,ATR 72,10:40:00,10:43:00,5,Washington
WestJet,PD193,ATR 72,10:41:00,10:44:00,5,Washington
Air Canada,PD199,Embraer E190,10:43:00,10:44:00,6,New York
Air Canada,PD112,ATR 72,10:43:00,10:45:00,1,Ottawa
Porter Airlines,PD128,Embraer E190,10:43:00,10:45:00,6,Washington
Porter Airlines,PD973,ATR 72,10:42:00,10:46:00,3,New York
Porter Airlines,PD751,ATR 72,10:42:00,10:46:00,5,New York
Porter Airlines,PD823,ATR 72,10:45:00,10:47:00,5,Montreal
Air Canada,PD584,Embraer E190,10:44:00,10:47:00,6,Ottawa
WestJet,PD376,ATR 72,10:46:00,10:48:00,5,Washington
Porter Airlines,PD108,Embraer E190,10:45:00,10:48:00,2,Montreal
WestJet,PD259,ATR 72,10:48:00,10:49:00,3,New York
WestJet,PD299,Embraer E190,10:48:00,10:49:00,4,Washington
Porter Airlines,PD862,Embraer E190,10:47:00,10:50:00,6,Boston
WestJet,PD351,ATR 72,10:48:00,10:50:00,5,Montreal
WestJet,PD140,ATR 72,10:48:00,10:51:00,3,Chicago
WestJet,PD601,Embraer E190,10:47:00,10:51:00,4,Boston
Porter Airlines,PD539,ATR 72,10:48:00,10:52:00,1,Chicago
Air Canada,PD845,Embraer E190,10:50:00,10:52:00,6,Chicago
WestJet,PD656,Embraer E190,10:52:00,10:53:00,2,Chicago
Air Canada,PD166,Embraer E190,10:49:00,10:53:00,6,Chicago
Air Canada,PD175,Embraer E190,10:51:00,10:54:00,4,Ottawa
Porter Airlines,PD443,ATR 72,10:52:00,10:54:00,5,Boston
WestJet,PD208,ATR 72,10:54:00,10:55:00,5,Montreal
WestJet,PD683,ATR 72,10:54:00,10:55:00,1,New York
WestJet,PD547,Embraer E190,10:55:00,10:56:00,4,Washington
WestJet,PD576,ATR 72,10:52:00,10:56:00,5,Boston
WestJet,PD419,Embraer E190,10:53:00,10:57:00,6,Boston
Air Canada,PD734,Embraer E190,10:53:00,10:57:00,4,Boston
Porter Airlines,PD730,ATR 72,10:55:00,10:58:00,5,New York
Air Canada,PD855,Embraer E190,10:55:00,10:58:00,4,Washington
Porter Airlines,PD190,Embraer E190,10:57:00,10:59:00,6,Ottawa
WestJet,PD514,ATR 72,10:56:00,10:59:00,3,New York
WestJet,PD105,ATR 72,10:57:00,11:00:00,3,Ottawa
Porter Airlines,PD490,Embraer E190,10:58:00,11:00:00,2,Washington
Porter Airlines,PD677,Embraer E190,10:59:00,11:01:00,6,Montreal
Air Canada,PD895,Embraer E190,10:57:00,11:01:00,4,Boston
Porter Airlines,PD372,Embraer E190,10:58:00,11:02:00,4,Boston
WestJet,PD899,Embraer E190,11:00:00,11:02:00,6,New York
WestJet,PD651,Embraer E190,11:02:00,11:03:00,2,New York
Air Canada,PD201,ATR 72,10:59:00,11:03:00,5,Boston
WestJet,PD802,ATR 72,11:02:00,11:04:00,5,Chicago
Air Canada,PD738,ATR 72,11:02:00,11:04:00,3,Chicago
WestJet,PD969,Embraer E190,11:02:00,11:05:00,4,Washington
Air Canada,PD865,ATR 72,11:01:00,11:05:00,1,Montreal
Air Canada,PD446,ATR 72,11:02:00,11:06:00,5,Chicago
WestJet,PD105,ATR 72,11:03:00,11:06:00,1,Montreal
Porter Airlines,PD186,Embraer E190,11:04:00,11:07:00,2,Chicago
Porter Airlines,PD702,ATR 72,11:03:00,11:07:00,1,Washington
Air Canada,PD987,ATR 72,11:05:00,11:08:00,1,Ottawa
Air Canada,PD924,ATR 72,11:07:00,11:08:00,3,Montreal
Air Canada,PD312,Embraer E190,11:05:00,11:09:00,2,New York
Air Canada,PD116,ATR 72,11:05:00,11:09:00,3,New York
Porter Airlines,PD356,ATR 72,11:08:00,11:10:00,5,New York
Air Canada,PD313,Embraer E190,11:08:00,11:10:00,2,Ottawa
WestJet,PD570,Embraer E190,11:08:00,11:11:00,4,New York
Porter Airlines,PD266,Embraer E190,11:09:00,11:11:00,2,Chicago
Air Canada,PD855,Embraer E190,11:10:00,11:12:00,2,Boston
Air Canada,PD188,ATR 72,11:10:00,11:12:00,3,Washington
Porter Airlines,PD330,ATR 72,11:10:00,11:13:00,5,Boston
Air Canada,PD732,Embraer E190,11:09:00,11:13:00,4,Washington
Air Canada,PD893,Embraer E190,11:11:00,11:14:00,6,Montreal
Air Canada,PD980,Embraer E190,11:13:00,11:14:00,4,Montreal
Air Canada,PD686,Embraer E190,11:11:00,11:15:00,4,Ottawa
Air Canada,PD724,ATR 72,11:14:00,11:15:00,5,Chicago
Porter Airlines,PD689,Embraer E190,11:12:00,11:16:00,6,Ottawa
WestJet,PD620,ATR 72,11:13:00,11:16:00,3,Montreal
Porter Airlines,PD608,ATR 72,11:15:00,11:17:00,5,Washington
Air Canada,PD820,Embraer E190,11:16:00,11:17:00,2,New York
WestJet,PD631,ATR 72,11:14:00,11:18:00,3,New York
Porter Airlines,PD737,Embraer E190,11:14:00,11:18:00,4,Montreal
Porter Airlines,PD551,Embraer E190,11:16:00,11:19:00,4,Chicago
Air Canada,PD176,ATR 72,11:15:00,11:19:00,1,Boston
Air Canada,PD502,ATR 72,11:17:00,11:20:00,5,Chicago
WestJet,PD515,ATR 72,11:17:00,11:20:00,1,Washington
Air Canada,PD567,Embraer E190,11:18:00,11:21:00,6,Montreal
Air Canada,PD468,ATR 72,11:18:00,11:21:00,1,Chicago
WestJet,PD253,ATR 72,11:19:00,11:22:00,5,Washington
Air Canada,PD898,Embraer E190,11:21:00,11:22:00,6,New York
Porter Airlines,PD865,ATR 72,11:20:00,11:23:00,5,New York
WestJet,PD617,ATR 72,11:20:00,11:23:00,1,Boston
Porter Airlines,PD932,ATR 72,11:23:00,11:24:00,3,New York
WestJet,PD310,ATR 72,11:20:00,11:24:00,1,New York
Porter Airlines,PD200,ATR 72,11:22:00,11:25:00,5,New York
WestJet,PD264,Embraer E190,11:22:00,11:25:00,2,New York
WestJet,PD189,Embraer E190,11:23:00,11:26:00,4,Washington
Air Canada,PD644,Embraer E190,11:24:00,11:26:00,2,Washington
Air Canada,PD894,ATR 72,11:23:00,11:27:00,3,Washington
Porter Airlines,PD402,Embraer E190,11:25:00,11:27:00,2,New York
WestJet,PD365,Embraer E190,11:27:00,11:28:00,4,Ottawa
Porter Airlines,PD238,Embraer E190,11:24:00,11:28:00,2,New York
Air Canada,PD618,ATR 72,11:28:00,11:29:00,1,Ottawa
WestJet,PD916,Embraer E190,11:25:00,11:29:00,6,Chicago
Air Canada,PD799,ATR 72,11:28:00,11:30:00,3,Chicago
Air Canada,PD535,ATR 72,11:26:00,11:30:00,5,Washington
Air Canada,PD792,ATR 72,11:28:00,11:31:00,1,Ottawa
Porter Airlines,PD751,ATR 72,11:29:00,11:31:00,3,Ottawa
Porter Airlines,PD108,Embraer E190,11:28:00,11:32:00,2,Washington
WestJet,PD795,ATR 72,11:31:00,11:32:00,3,Boston
WestJet,PD634,ATR 72,11:29:00,11:33:00,3,New York
Air Canada,PD608,Embraer E190,11:31:00,11:33:00,4,Chicago
Air Canada,PD167,ATR 72,11:32:00,11:34:00,3,New York
Air Canada,PD875,Embraer E190,11:30:00,11:34:00,2,New York
WestJet,PD745,ATR 72,11:34:00,11:35:00,5,Washington
WestJet,PD705,Embraer E190,11:31:00,11:35:00,2,Washington
Air Canada,PD404,ATR 72,11:33:00,11:36:00,5,New York
Air Canada,PD253,ATR 72,11:32:00,11:36:00,1,Washington
Porter Airlines,PD360,ATR 72,11:35:00,11:37:00,3,New York
Air Canada,PD702,Embraer E190,11:36:00,11:37:00,4,Chicago
WestJet,PD452,Embraer E190,11:34:00,11:38:00,4,Montreal
Air Canada,PD434,Embraer E190,11:34:00,11:38:00,6,Washington
Porter Airlines,PD528,ATR 72,11:37:00,11:39:00,3,Washington
WestJet,PD986,Embraer E190,11:38:00,11:39:00,4,Montreal
WestJet,PD561,Embraer E190,11:39:00,11:40:00,2,Boston
Porter Airlines,PD806,ATR 72,11:37:00,11:40:00,5,New York
WestJet,PD451,ATR 72,11:37:00,11:41:00,5,New York
Porter Airlines,PD565,Embraer E190,11:38:00,11:41:00,4,Washington
WestJet,PD930,ATR 72,11:39:00,11:42:00,5,New York
WestJet,PD269,Embraer E190,11:38:00,11:42:00,2,Chicago
Porter Airlines,PD407,Embraer E190,11:41:00,11:43:00,4,Washington
Porter Airlines,PD711,ATR 72,11:41:00,11:43:00,3,Chicago
WestJet,PD742,Embraer E190,11:43:00,11:44:00,2,Chicago
Air Canada,PD185,ATR 72,11:43:00,11:44:00,3,Boston
Air Canada,PD764,ATR 72,11:42:00,11:45:00,3,Chicago
WestJet,PD243,ATR 72,11:44:00,11:45:00,1,Chicago
Air Canada,PD961,Embraer E190,11:44:00,11:46:00,4,Washington
Porter Airlines,PD103,Embraer E190,11:45:00,11:46:00,2,Montreal
WestJet,PD874,ATR 72,11:44:00,11:47:00,1,Chicago
WestJet,PD786,ATR 72,11:43:00,11:47:00,5,Montreal
Air Canada,PD649,Embraer E190,11:45:00,11:48:00,2,Montreal
WestJet,PD192,Embraer E190,11:45:00,11:48:00,6,Washington
Porter Airlines,PD738,ATR 72,11:46:00,11:49:00,3,Montreal
WestJet,PD886,Embraer E190,11:47:00,11:49:00,2,Washington
Porter Airlines,PD324,Embraer E190,11:46:00,11:50:00,4,New York
WestJet,PD878,ATR 72,11:49:00,11:50:00,3,Ottawa
WestJet,PD630,Embraer E190,11:50:00,11:51:00,4,Boston
Air Canada,PD913,Embraer E190,11:48:00,11:51:00,6,New York
WestJet,PD482,ATR 72,11:48:00,11:52:00,5,New York
Porter Airlines,PD115,Embraer E190,11:50:00,11:52:00,2,Chicago
WestJet,PD158,ATR 72,11:51:00,11:53:00,1,Ottawa
Air Canada,PD887,Embraer E190,11:52:00,11:53:00,2,Boston
Air Canada,PD361,Embraer E190,11:53:00,11:54:00,2,Washington
Air Canada,PD851,ATR 72,11:53:00,11:54:00,3,Washington
WestJet,PD355,Embraer E190,11:54:00,11:55:00,4,Washington
WestJet,PD260,ATR 72,11:54:00,11:55:00,5,Montreal
Porter Airlines,PD288,Embraer E190,11:55:00,11:56:00,2,Boston
Porter Airlines,PD516,Embraer E190,11:54:00,11:56:00,4,Montreal
WestJet,PD355,Embraer E190,11:56:00,11:57:00,4,New York
WestJet,PD812,ATR 72,11:53:00,11:57:00,5,Washington
Porter Airlines,PD831,ATR 72,11:55:00,11:58:00,5,Ottawa
Porter Airlines,PD483,ATR 72,11:55:00,11:58:00,1,Ottawa
Porter Airlines,PD114,ATR 72,11:57:00,11:59:00,5,Chicago
Porter Airlines,PD497,Embraer E190,11:57:00,11:59:00,4,Chicago
Porter Airlines,PD613,Embraer E190,11:59:00,12:00:00,4,Boston
Porter Airlines,PD347,ATR 72,11:57:00,12:00:00,5,Chicago
Air Canada,PD832,Embraer E190,11:57:00,12:01:00,4,Washington
Air Canada,PD366,Embraer E190,11:59:00,12:01:00,6,Ottawa
WestJet,PD530,ATR 72,12:01:00,12:02:00,5,New York
WestJet,PD785,Embraer E190,11:59:00,12:02:00,6,Chicago
WestJet,PD682,Embraer E190,12:01:00,12:03:00,6,Ottawa
WestJet,PD265,Embraer E190,12:00:00,12:03:00,4,Montreal
WestJet,PD120,ATR 72,12:01:00,12:04:00,5,Montreal
Air Canada,PD578,Embraer E190,12:03:00,12:04:00,6,Boston
WestJet,PD696,Embraer E190,12:01:00,12:05:00,2,Boston
Porter Airlines,PD991,ATR 72,12:02:00,12:05:00,1,Boston
WestJet,PD187,ATR 72,12:04:00,12:06:00,3,Boston
WestJet,PD897,Embraer E190,12:02:00,12:06:00,6,Montreal
Air Canada,PD983,Embraer E190,12:05:00,12:07:00,4,Chicago
Porter Airlines,PD692,Embraer E190,12:05:00,12:07:00,2,New York
Porter Airlines,PD338,ATR 72,12:05:00,12:08:00,1,Boston
Porter Airlines,PD658,Embraer E190,12:04:00,12:08:00,4,New York
WestJet,PD170,Embraer E190,12:05:00,12:09:00,2,Montreal
Porter Airlines,PD579,ATR 72,12:07:00,12:09:00,3,Ottawa
WestJet,PD141,Embraer E190,12:08:00,12:10:00,2,Boston
Air Canada,PD138,ATR 72,12:06:00,12:10:00,1,Boston
Porter Airlines,PD351,Embraer E190,12:09:00,12:11:00,2,Ottawa
WestJet,PD220,ATR 72,12:07:00,12:11:00,1,New York
Air Canada,PD481,Embraer E190,12:08:00,12:12:00,2,New York
Air Canada,PD909,ATR 72,12:08:00,12:12:00,5,Boston
WestJet,PD100,Embraer E190,12:09:00,12:13:00,2,Boston
Air Canada,PD791,ATR 72,12:10:00,12:13:00,5,Montreal
Porter Airlines,PD539,ATR 72,12:13:00,12:14:00,3,Boston
Air Canada,PD536,ATR 72,12:11:00,12:14:00,1,New York
WestJet,PD812,ATR 72,12:13:00,12:15:00,1,Ottawa
Air Canada,PD141,ATR 72,12:12:00,12:15:00,5,Montreal
WestJet,PD456,ATR 72,12:12:00,12:16:00,1,Montreal
WestJet,PD976,ATR 72,12:12:00,12:16:00,5,Washington
Air Canada,PD795,ATR 72,12:13:00,12:17:00,1,Boston
Air Canada,PD331,Embraer E190,12:13:00,12:17:00,6,New York
Air Canada,PD776,Embraer E190,12:14:00,12:18:00,6,Chicago
Air Canada,PD296,ATR 72,12:17:00,12:18:00,3,Montreal
WestJet,PD103,ATR 72,12:17:00,12:19:00,5,Ottawa
WestJet,PD627,Embraer E190,12:17:00,12:19:00,6,Montreal
WestJet,PD819,Embraer E190,12:19:00,12:20:00,2,Chicago
Air Canada,PD653,Embraer E190,12:17:00,12:20:00,4,New York
WestJet,PD673,Embraer E190,12:18:00,12:21:00,2,Washington
Porter Airlines,PD859,Embraer E190,12:20:00,12:21:00,4,Boston
Porter Airlines,PD196,ATR 72,12:20:00,12:22:00,5,Washington
Air Canada,PD950,ATR 72,12:19:00,12:22:00,3,New York
Porter Airlines,PD551,Embraer E190,12:19:00,12:23:00,4,Chicago
WestJet,PD428,ATR 72,12:21:00,12:23:00,5,Chicago
Air Canada,PD516,ATR 72,12:20:00,12:24:00,1,Washington
Porter Airlines,PD371,Embraer E190,12:23:00,12:24:00,4,Boston
Porter Airlines,PD764,Embraer E190,12:23:00,12:25:00,4,Chicago
Porter Airlines,PD664,ATR 72,12:23:00,12:25:00,3,Washington
Porter Airlines,PD817,ATR 72,12:24:00,12:26:00,5,New York
Porter Airlines,PD696,Embraer E190,12:24:00,12:26:00,6,Washington
Air Canada,PD875,Embraer E190,12:23:00,12:27:00,4,Boston
Porter Airlines,PD926,Embraer E190,12:24:00,12:27:00,6,Boston
Air Canada,PD214,ATR 72,12:25:00,12:28:00,1,Washington
Air Canada,PD521,ATR 72,12:25:00,12:28:00,5,Chicago
Air Canada,PD361,Embraer E190,12:28:00,12:29:00,6,Ottawa
Porter Airlines,PD493,ATR 72,12:28:00,12:29:00,5,Boston
WestJet,PD653,ATR 72,12:29:00,12:30:00,5,Boston
Air Canada,PD705,Embraer E190,12:26:00,12:30:00,6,Chicago
WestJet,PD305,ATR 72,12:28:00,12:31:00,1,Chicago
Porter Airlines,PD209,ATR 72,12:27:00,12:31:00,3,New York
Porter Airlines,PD193,ATR 72,12:31:00,12:32:00,3,Chicago
Air Canada,PD597,Embraer E190,12:31:00,12:32:00,6,New York
Porter Airlines,PD894,ATR 72,12:32:00,12:33:00,5,Boston
Air Canada,PD240,Embraer E190,12:29:00,12:33:00,4,Chicago
Porter Airlines,PD937,Embraer E190,12:33:00,12:34:00,6,Ottawa
Porter Airlines,PD307,Embraer E190,12:33:00,12:34:00,4,Ottawa
Porter Airlines,PD780,ATR 72,12:32:00,12:35:00,3,Boston
Porter Airlines,PD504,ATR 72,12:33:00,12:35:00,5,Washington
Air Canada,PD629,ATR 72,12:35:00,12:36:00,3,Montreal
WestJet,PD681,Embraer E190,12:34:00,12:36:00,4,Chicago
Air Canada,PD436,Embraer E190,12:34:00,12:37:00,4,Chicago
Porter Airlines,PD616,ATR 72,12:33:00,12:37:00,1,Montreal
Air Canada,PD605,ATR 72,12:36:00,12:38:00,3,Chicago
Porter Airlines,PD101,Embraer E190,12:37:00,12:38:00,4,Washington
Porter Airlines,PD301,Embraer E190,12:35:00,12:39:00,6,Washington
Porter Airlines,PD868,ATR 72,12:36:00,12:39:00,3,New York
Air Canada,PD916,ATR 72,12:38:00,12:40:00,3,Chicago
Porter Airlines,PD330,Embraer E190,12:38:00,12:40:00,4,Ottawa
Porter Airlines,PD484,Embraer E190,12:38:00,12:41:00,2,Washington
Air Canada,PD548,ATR 72,12:38:00,12:41:00,1,Chicago
WestJet,PD871,ATR 72,12:39:00,12:42:00,1,Washington
Porter Airlines,PD932,ATR 72,12:39:00,12:42:00,3,New York
Porter Airlines,PD186,Embraer E190,12:39:00,12:43:00,4,Montreal
Air Canada,PD134,Embraer E190,12:39:00,12:43:00,6,Washington
Air Canada,PD169,Embraer E190,12:42:00,12:44:00,2,Chicago
Porter Airlines,PD490,Embraer E190,12:42:00,12:44:00,4,Washington
Air Canada,PD140,Embraer E190,12:43:00,12:45:00,6,Washington
WestJet,PD367,ATR 72,12:41:00,12:45:00,3,Ottawa
WestJet,PD800,Embraer E190,12:42:00,12:46:00,4,Boston
Air Canada,PD818,ATR 72,12:44:00,12:46:00,3,New York
Air Canada,PD721,Embraer E190,12:46:00,12:47:00,4,Montreal
Air Canada,PD993,ATR 72,12:45:00,12:47:00,3,Washington
Air Canada,PD631,ATR 72,12:45:00,12:48:00,1,Boston
WestJet,PD336,ATR 72,12:44:00,12:48:00,3,Ottawa
Porter Airlines,PD411,Embraer E190,12:46:00,12:49:00,4,Chicago
Air Canada,PD751,ATR 72,12:48:00,12:49:00,3,Washington
Air Canada,PD786,ATR 72,12:46:00,12:50:00,5,Washington
Air Canada,PD444,ATR 72,12:49:00,12:50:00,3,Ottawa
Porter Airlines,PD766,ATR 72,12:48:00,12:51:00,1,Montreal
Porter Airlines,PD679,Embraer E190,12:47:00,12:51:00,4,Boston
WestJet,PD382,ATR 72,12:50:00,12:52:00,1,New York
WestJet,PD399,ATR 72,12:48:00,12:52:00,3,New York
Porter Airlines,PD210,ATR 72,12:50:00,12:53:00,3,New York
Porter Airlines,PD427,Embraer E190,12:50:00,12:53:00,4,Chicago
Air Canada,PD197,ATR 72,12:53:00,12:54:00,5,Washington
WestJet,PD960,Embraer E190,12:52:00,12:54:00,6,Chicago
Air Canada,PD246,ATR 72,12:54:00,12:55:00,1,New York
Porter Airlines,PD393,ATR 72,12:51:00,12:55:00,3,Washington
Air Canada,PD220,ATR 72,12:52:00,12:56:00,3,Ottawa
Air Canada,PD252,Embraer E190,12:54:00,12:56:00,2,Boston
Porter Airlines,PD603,Embraer E190,12:53:00,12:57:00,6,Montreal
WestJet,PD474,Embraer E190,12:56:00,12:57:00,4,Ottawa
Air Canada,PD157,ATR 72,12:54:00,12:58:00,1,Washington
Porter Airlines,PD482,ATR 72,12:57:00,12:58:00,5,Ottawa
WestJet,PD241,ATR 72,12:56:00,12:59:00,5,Ottawa
Air Canada,PD755,Embraer E190,12:57:00,12:59:00,4,Chicago
Porter Airlines,PD616,Embraer E190,12:57:00,13:00:00,2,Boston
Porter Airlines,PD935,Embraer E190,12:59:00,13:00:00,6,Washington
Air Canada,PD781,ATR 72,12:58:00,13:01:00,5,Boston
Porter Airlines,PD988,Embraer E190,12:57:00,13:01:00,2,Washington
WestJet,PD282,Embraer E190,12:58:00,13:02:00,6,Chicago
Air Canada,PD541,Embraer E190,12:59:00,13:02:00,4,New York
WestJet,PD266,Embraer E190,13:00:00,13:03:00,4,New York
WestJet,PD863,ATR 72,13:01:00,13:03:00,5,Ottawa
Porter Airlines,PD673,Embraer E190,13:02:00,13:04:00,4,Boston
Porter Airlines,PD825,ATR 72,13:01:00,13:04:00,1,Washington
WestJet,PD624,ATR 72,13:03:00,13:05:00,1,Ottawa
Porter Airlines,PD771,Embraer E190,13:03:00,13:05:00,4,New York
Air Canada,PD600,Embraer E190,13:05:00,13:06:00,4,New York
Air Canada,PD356,Embraer E190,13:03:00,13:06:00,2,Washington
WestJet,PD765,ATR 72,13:05:00,13:07:00,3,Ottawa
Porter Airlines,PD880,Embraer E190,13:05:00,13:07:00,4,Chicago
Porter Airlines,PD680,Embraer E190,13:07:00,13:08:00,6,Boston
Porter Airlines,PD459,ATR 72,13:06:00,13:08:00,3,Montreal
